,offset,Traverse,Increment,bias,step,Points_visited,final_max,max_mag
2004,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000  0.000 -7.603  15.205  0.000  92.829],92.8285517941606
2005,[ 0.000  0.000 -2.400  13.000  0.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000  0.000 -10.000 -0.000  0.000  121.607],121.60749488199832
2006,[ 0.000  0.000 -2.400  13.000  13.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000  0.000 -6.708 -13.416  0.000  80.303],80.30268039291214
2007,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000 -0.000  8.944  17.889  0.000  359.442],359.441577570343
2008,[ 0.000  0.000  2.300 -13.000  0.000  0.000],1.3333333333333335,1.4,12,5,2500,[ 0.000  0.000  0.002  13.000  0.001  0.000  605.204],605.2044763734679
2009,[ 0.000  0.000  2.300 -13.000  13.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000  0.000  7.603 -15.205  0.000  358.869],358.86909070627377
2010,[ 0.000  0.000  2.300  0.000 -13.000  0.000],1.3333333333333335,1.4,12,5,2500,[ 0.000  0.000  0.004  0.000  14.000  0.000  605.652],605.6522356682766
2011,[ 0.000  0.000  2.300  0.000  0.000  0.000],1.3333333333333335,1.4,12,5,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
2012,[ 0.000  0.000  2.300  0.000  13.000  0.000],1.3333333333333335,1.4,12,5,2500,[ 0.000  0.000 -0.000  0.000 -13.000  0.000  605.021],605.0209900917769
2013,[ 0.000  0.000  2.300  13.000 -13.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000 -0.000 -8.944  17.889  0.000  350.381],350.3812459934955
2014,[ 0.000  0.000  2.300  13.000  0.000  0.000],1.3333333333333335,1.4,12,5,2500,[ 0.000  0.000  0.002 -13.000  0.000  0.000  605.181],605.1809196214958
2015,[ 0.000  0.000  2.300  13.000  13.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000  0.000 -8.050 -16.100  0.000  365.409],365.40882642978346
2016,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000 -0.000  7.155  14.311  0.000  100.559],100.55850413881387
2017,[ 0.000  0.000  7.000 -13.000  0.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000 -0.001  9.000  0.000  0.000  103.068],103.06848656492494
2018,[ 0.000  0.000  7.000 -13.000  13.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000 -0.000  8.497 -16.994  0.000  96.873],96.87276069779941
2019,[ 0.000  0.000  7.000  0.000 -13.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000  0.001  0.000  14.000  0.000  99.342],99.34210684586327
2020,[ 0.000  0.000  7.000  0.000  0.000  0.000],1.3333333333333335,1.4,12,5,2500,[ 0.000  0.000 -4.952 -0.047  0.693  0.000  566.197],566.1969052809011
2021,[ 0.000  0.000  7.000  0.000  13.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000 -1.050 -1.050 -2.100  0.000  103.355],103.35455
2022,[ 0.000  0.000  7.000  13.000 -13.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000  0.000 -11.628  23.255  0.000  86.248],86.24833609171085
2023,[ 0.000  0.000  7.000  13.000  0.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000 -0.002 -17.000 -0.001  0.000  103.053],103.05326204921602
2024,[ 0.000  0.000  7.000  13.000  13.000  0.000],1.3333333333333335,1.4,12,5,2000,[ 0.000  0.000 -0.000 -11.180 -22.361  0.000  92.511],92.51145359162092
2025,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  0.000  6.708  13.416  0.000  77.708],77.70751480847137
2026,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  0.002  16.000  0.002  0.000  121.581],121.58122250517211
2027,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000 -0.000  7.155 -14.311  0.000  76.549],76.54908792098266
2028,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  0.001 -0.000  16.000  0.000  119.135],119.13522907820129
2029,[ 0.000  0.000 -2.400  0.000  0.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  4.520  1.331  1.674  0.000  533.034],533.0339814225557
2030,[ 0.000  0.000 -2.400  0.000  13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  0.001 -0.000 -10.000  0.000  119.129],119.12872339615754
2031,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  0.000 -7.603  15.205  0.000  92.829],92.82858401149656
2032,[ 0.000  0.000 -2.400  13.000  0.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  0.000 -10.000 -0.000  0.000  121.608],121.60760777969479
2033,[ 0.000  0.000 -2.400  13.000  13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  0.000 -6.708 -13.416  0.000  80.303],80.30262220425618
2034,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000 -0.000  8.944  17.889  0.000  359.443],359.4425308047934
2035,[ 0.000  0.000  2.300 -13.000  0.000  0.000],1.3333333333333335,1.4,12,7,2500,[ 0.000  0.000  0.002  13.000  0.001  0.000  605.202],605.2021553384516
2036,[ 0.000  0.000  2.300 -13.000  13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  0.000  7.603 -15.205  0.000  358.869],358.86903706073076
2037,[ 0.000  0.000  2.300  0.000 -13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  0.004  0.000  14.000  0.000  605.644],605.6439960460627
2038,[ 0.000  0.000  2.300  0.000  0.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  0.000 -0.000 -0.000  0.000  605.029],605.02925
2039,[ 0.000  0.000  2.300  0.000  13.000  0.000],1.3333333333333335,1.4,12,7,2500,[ 0.000  0.000 -0.000  0.000 -13.000  0.000  605.021],605.0210991743959
2040,[ 0.000  0.000  2.300  13.000 -13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000 -0.000 -8.944  17.889  0.000  350.382],350.38226379406774
2041,[ 0.000  0.000  2.300  13.000  0.000  0.000],1.3333333333333335,1.4,12,7,2500,[ 0.000  0.000  0.002 -13.000  0.000  0.000  605.179],605.1789165293352
2042,[ 0.000  0.000  2.300  13.000  13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  0.000 -8.050 -16.100  0.000  365.408],365.40825246207964
2043,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000 -0.000  7.155  14.311  0.000  100.559],100.55850408416285
2044,[ 0.000  0.000  7.000 -13.000  0.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000 -0.001  9.000  0.000  0.000  103.069],103.0685856621731
2045,[ 0.000  0.000  7.000 -13.000  13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000 -0.000  8.497 -16.994  0.000  96.873],96.87286593096053
2046,[ 0.000  0.000  7.000  0.000 -13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  0.001  0.000  14.000  0.000  99.342],99.34204616088974
2047,[ 0.000  0.000  7.000  0.000  0.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000 -4.952 -0.047  0.693  0.000  566.197],566.1969052809011
2048,[ 0.000  0.000  7.000  0.000  13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000 -1.050 -1.050 -2.100  0.000  103.355],103.35455
2049,[ 0.000  0.000  7.000  13.000 -13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000  0.000 -11.628  23.255  0.000  86.249],86.24873359488367
2050,[ 0.000  0.000  7.000  13.000  0.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000 -0.002 -17.000 -0.001  0.000  103.054],103.05356109347768
2051,[ 0.000  0.000  7.000  13.000  13.000  0.000],1.3333333333333335,1.4,12,7,2000,[ 0.000  0.000 -0.000 -11.180 -22.361  0.000  92.511],92.51140296605598
2052,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  39.674],39.673999999999985
2053,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  4.537  13.312  1.897  0.000  569.673],569.6732781476945
2054,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  4.842  10.498 -13.670  0.000  562.895],562.8950675123443
2055,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  4.652  0.537  9.935  0.000  540.865],540.8654440806422
2056,[ 0.000  0.000 -2.400  0.000  0.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  4.783  0.960 -0.960  0.000  598.122],598.1219651855837
2057,[ 0.000  0.000 -2.400  0.000  13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  4.796  1.974 -12.400  0.000  562.112],562.11183246119
2058,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  4.783 -12.077  12.534  0.000  592.233],592.2330341778311
2059,[ 0.000  0.000 -2.400  13.000  0.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  4.753 -12.145  0.017  0.000  590.718],590.7178404708735
2060,[ 0.000  0.000 -2.400  13.000  13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  4.813 -12.057 -13.477  0.000  593.277],593.2772769483212
2061,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  0.297  8.938  13.536  0.000  483.824],483.8235025928001
2062,[ 0.000  0.000  2.300 -13.000  0.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  0.094  10.942  0.959  0.000  585.605],585.6051898277271
2063,[ 0.000  0.000  2.300 -13.000  13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  0.022  11.468 -13.735  0.000  588.722],588.7219115388145
2064,[ 0.000  0.000  2.300  0.000 -13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  0.106 -0.620  11.349  0.000  586.919],586.9189327684513
2065,[ 0.000  0.000  2.300  0.000  0.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
2066,[ 0.000  0.000  2.300  0.000  13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000 -0.000  0.000 -13.000  0.000  605.021],605.0212054134181
2067,[ 0.000  0.000  2.300  13.000 -13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  0.101 -14.051  12.288  0.000  605.967],605.966713916761
2068,[ 0.000  0.000  2.300  13.000  0.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  0.002 -13.000  0.000  0.000  605.177],605.1769656569613
2069,[ 0.000  0.000  2.300  13.000  13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  0.124 -12.000 -14.369  0.000  588.974],588.9737104360823
2070,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  39.674],39.674
2071,[ 0.000  0.000  7.000 -13.000  0.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000 -4.618  11.968 -0.089  0.000  601.287],601.2873651224626
2072,[ 0.000  0.000  7.000 -13.000  13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000 -4.732  11.345 -13.716  0.000  583.074],583.0743542424475
2073,[ 0.000  0.000  7.000  0.000 -13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000 -4.705  0.276  16.700  0.000  541.951],541.9508517292098
2074,[ 0.000  0.000  7.000  0.000  0.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000 -4.952 -0.047  0.693  0.000  566.197],566.1969052809011
2075,[ 0.000  0.000  7.000  0.000  13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000 -4.603 -1.449 -12.781  0.000  595.490],595.4900566663069
2076,[ 0.000  0.000  7.000  13.000 -13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000 -4.581 -13.763  11.813  0.000  597.141],597.1407656920156
2077,[ 0.000  0.000  7.000  13.000  0.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000 -4.590 -15.643 -0.607  0.000  562.455],562.4547462926362
2078,[ 0.000  0.000  7.000  13.000  13.000  0.000],1.3333333333333335,1.4,18,1,2500,[ 0.000  0.000 -4.564 -12.254 -12.884  0.000  592.997],592.997122470091
2079,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000  0.000  6.708  13.416  0.000  77.708],77.70753445793757
2080,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000  0.001  16.000  0.002  0.000  121.582],121.58212437968348
2081,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000 -0.000  7.155 -14.311  0.000  76.549],76.54914395535224
2082,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000  0.001 -0.000  16.000  0.000  119.136],119.1362594121194
2083,[ 0.000  0.000 -2.400  0.000  0.000  0.000],1.3333333333333335,1.4,18,3,2500,[ 0.000  0.000  4.854  0.145  0.825  0.000  605.515],605.5154044860036
2084,[ 0.000  0.000 -2.400  0.000  13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000  0.001 -0.000 -10.000  0.000  119.130],119.12992097917471
2085,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000  0.000 -7.603  15.205  0.000  92.829],92.82864594513603
2086,[ 0.000  0.000 -2.400  13.000  0.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000  0.000 -10.000 -0.000  0.000  121.608],121.60782481594259
2087,[ 0.000  0.000 -2.400  13.000  13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000  0.000 -6.708 -13.416  0.000  80.303],80.30251033991462
2088,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],1.3333333333333335,1.4,18,3,2500,[ 0.000  0.000  0.074  11.650  12.722  0.000  594.495],594.4952240768048
2089,[ 0.000  0.000  2.300 -13.000  0.000  0.000],1.3333333333333335,1.4,18,3,2500,[ 0.000  0.000  0.002  13.000  0.001  0.000  605.198],605.1976929732073
2090,[ 0.000  0.000  2.300 -13.000  13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000  0.058  11.463 -13.459  0.000  591.764],591.7643506676444
2091,[ 0.000  0.000  2.300  0.000 -13.000  0.000],1.3333333333333335,1.4,18,3,2500,[ 0.000  0.000  0.004  0.000  14.000  0.000  605.628],605.6281538158352
2092,[ 0.000  0.000  2.300  0.000  0.000  0.000],1.3333333333333335,1.4,18,3,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
2093,[ 0.000  0.000  2.300  0.000  13.000  0.000],1.3333333333333335,1.4,18,3,2500,[ 0.000  0.000 -0.000  0.000 -13.000  0.000  605.021],605.0213089186044
2094,[ 0.000  0.000  2.300  13.000 -13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000  0.125 -14.055  12.294  0.000  605.598],605.5980487299312
2095,[ 0.000  0.000  2.300  13.000  0.000  0.000],1.3333333333333335,1.4,18,3,2500,[ 0.000  0.000  0.002 -13.000  0.000  0.000  605.175],605.1750649886264
2096,[ 0.000  0.000  2.300  13.000  13.000  0.000],1.3333333333333335,1.4,18,3,2500,[ 0.000  0.000  0.060 -11.062 -12.352  0.000  555.902],555.9022790085396
2097,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000 -0.000  7.155  14.311  0.000  100.559],100.55850397907919
2098,[ 0.000  0.000  7.000 -13.000  0.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000 -0.001  9.000  0.000  0.000  103.069],103.06877621605517
2099,[ 0.000  0.000  7.000 -13.000  13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000 -0.000  8.497 -16.994  0.000  96.873],96.87306828276877
2100,[ 0.000  0.000  7.000  0.000 -13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000  0.001  0.000  14.000  0.000  99.342],99.34192946416346
2101,[ 0.000  0.000  7.000  0.000  0.000  0.000],1.3333333333333335,1.4,18,3,2500,[ 0.000  0.000 -4.952 -0.047  0.693  0.000  566.197],566.1969052809011
2102,[ 0.000  0.000  7.000  0.000  13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000 -1.050 -1.050 -2.100  0.000  103.355],103.35455
2103,[ 0.000  0.000  7.000  13.000 -13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000  0.000 -11.628  23.255  0.000  86.249],86.24949800675078
2104,[ 0.000  0.000  7.000  13.000  0.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000 -0.002 -17.000 -0.001  0.000  103.054],103.05413618903243
2105,[ 0.000  0.000  7.000  13.000  13.000  0.000],1.3333333333333335,1.4,18,3,2000,[ 0.000  0.000 -0.000 -11.180 -22.361  0.000  92.511],92.51130560752165
2106,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000  0.000  6.708  13.416  0.000  77.708],77.70754390513548
2107,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000  0.001  16.000  0.002  0.000  121.583],121.58255800043706
2108,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000 -0.000  7.155 -14.311  0.000  76.549],76.54917089693862
2109,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000  0.001 -0.000  16.000  0.000  119.137],119.13675481565613
2110,[ 0.000  0.000 -2.400  0.000  0.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000  4.520  1.331  1.674  0.000  533.034],533.0339814225557
2111,[ 0.000  0.000 -2.400  0.000  13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000  0.001 -0.000 -10.000  0.000  119.130],119.13049682359558
2112,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000  0.000 -7.603  15.205  0.000  92.829],92.82867572533141
2113,[ 0.000  0.000 -2.400  13.000  0.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000  0.000 -10.000 -0.000  0.000  121.608],121.60792917812759
2114,[ 0.000  0.000 -2.400  13.000  13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000  0.000 -6.708 -13.416  0.000  80.302],80.30245654904614
2115,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000 -0.000  8.944  17.889  0.000  359.445],359.4452446055498
2116,[ 0.000  0.000  2.300 -13.000  0.000  0.000],1.3333333333333335,1.4,18,5,2500,[ 0.000  0.000  0.002  13.000  0.001  0.000  605.196],605.195547064218
2117,[ 0.000  0.000  2.300 -13.000  13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000  0.000  7.603 -15.205  0.000  358.869],358.8688843276169
2118,[ 0.000  0.000  2.300  0.000 -13.000  0.000],1.3333333333333335,1.4,18,5,2500,[ 0.000  0.000  0.004  0.000  14.000  0.000  605.621],605.6205350005672
2119,[ 0.000  0.000  2.300  0.000  0.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
2120,[ 0.000  0.000  2.300  0.000  13.000  0.000],1.3333333333333335,1.4,18,5,2500,[ 0.000  0.000 -0.000  0.000 -13.000  0.000  605.021],605.0214097941385
2121,[ 0.000  0.000  2.300  13.000 -13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000 -0.000 -8.944  17.889  0.000  350.385],350.38516185774324
2122,[ 0.000  0.000  2.300  13.000  0.000  0.000],1.3333333333333335,1.4,18,5,2500,[ 0.000  0.000  0.002 -13.000  0.000  0.000  605.173],605.1732126110124
2123,[ 0.000  0.000  2.300  13.000  13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000  0.000 -8.050 -16.100  0.000  365.407],365.4066180755147
2124,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000 -0.000  7.155  14.311  0.000  100.559],100.55850392853941
2125,[ 0.000  0.000  7.000 -13.000  0.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000 -0.001  9.000  0.000  0.000  103.069],103.06886786656699
2126,[ 0.000  0.000  7.000 -13.000  13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000 -0.000  8.497 -16.994  0.000  96.873],96.87316560733903
2127,[ 0.000  0.000  7.000  0.000 -13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000  0.001  0.000  14.000  0.000  99.342],99.34187333397261
2128,[ 0.000  0.000  7.000  0.000  0.000  0.000],1.3333333333333335,1.4,18,5,2500,[ 0.000  0.000 -4.952 -0.047  0.693  0.000  566.197],566.1969052809011
2129,[ 0.000  0.000  7.000  0.000  13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000 -1.050 -1.050 -2.100  0.000  103.355],103.35455
2130,[ 0.000  0.000  7.000  13.000 -13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000  0.000 -11.628  23.255  0.000  86.250],86.24986569042181
2131,[ 0.000  0.000  7.000  13.000  0.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000 -0.002 -17.000 -0.001  0.000  103.054],103.05441282216519
2132,[ 0.000  0.000  7.000  13.000  13.000  0.000],1.3333333333333335,1.4,18,5,2000,[ 0.000  0.000 -0.000 -11.180 -22.361  0.000  92.511],92.51125877604743
2133,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000  0.000  6.708  13.416  0.000  77.708],77.7075531133758
2134,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000  0.001  16.000  0.002  0.000  121.583],121.5829806604729
2135,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000 -0.000  7.155 -14.311  0.000  76.549],76.5491971577004
2136,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000  0.001 -0.000  16.000  0.000  119.137],119.13723770901251
2137,[ 0.000  0.000 -2.400  0.000  0.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000  4.520  1.331  1.674  0.000  533.034],533.0339814225557
2138,[ 0.000  0.000 -2.400  0.000  13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000  0.001 -0.000 -10.000  0.000  119.131],119.1310581417752
2139,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000  0.000 -7.603  15.205  0.000  92.829],92.82870475435239
2140,[ 0.000  0.000 -2.400  13.000  0.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000  0.000 -10.000 -0.000  0.000  121.608],121.60803090937964
2141,[ 0.000  0.000 -2.400  13.000  13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000  0.000 -6.708 -13.416  0.000  80.302],80.30240411376184
2142,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000 -0.000  8.944  17.889  0.000  359.446],359.4461036341981
2143,[ 0.000  0.000  2.300 -13.000  0.000  0.000],1.3333333333333335,1.4,18,7,2500,[ 0.000  0.000  0.002  13.000  0.001  0.000  605.193],605.1934551438036
2144,[ 0.000  0.000  2.300 -13.000  13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000  0.000  7.603 -15.205  0.000  358.869],358.8688359790392
2145,[ 0.000  0.000  2.300  0.000 -13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000  0.004  0.000  14.000  0.000  605.613],605.6131075923165
2146,[ 0.000  0.000  2.300  0.000  0.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000  0.000 -0.000 -0.000  0.000  605.029],605.02925
2147,[ 0.000  0.000  2.300  0.000  13.000  0.000],1.3333333333333335,1.4,18,7,2500,[ 0.000  0.000 -0.000  0.000 -13.000  0.000  605.022],605.021508138977
2148,[ 0.000  0.000  2.300  13.000 -13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000 -0.000 -8.944  17.889  0.000  350.386],350.3860793510305
2149,[ 0.000  0.000  2.300  13.000  0.000  0.000],1.3333333333333335,1.4,18,7,2500,[ 0.000  0.000  0.002 -13.000  0.000  0.000  605.171],605.1714067068053
2150,[ 0.000  0.000  2.300  13.000  13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000  0.000 -8.050 -16.100  0.000  365.406],365.40610062206673
2151,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000 -0.000  7.155  14.311  0.000  100.559],100.5585038792674
2152,[ 0.000  0.000  7.000 -13.000  0.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000 -0.001  9.000  0.000  0.000  103.069],103.06895722061473
2153,[ 0.000  0.000  7.000 -13.000  13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000 -0.000  8.497 -16.994  0.000  96.873],96.87326049303516
2154,[ 0.000  0.000  7.000  0.000 -13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000  0.000  0.000  14.000  0.000  99.342],99.34181860854466
2155,[ 0.000  0.000  7.000  0.000  0.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000 -4.952 -0.047  0.693  0.000  566.197],566.1969052809011
2156,[ 0.000  0.000  7.000  0.000  13.000  0.000],1.3333333333333335,1.4,18,7,2000,[ 0.000  0.000 -1.050 -1.050 -2.100  0.000  103.355],103.35455
