,offset,Traverse,Increment,bias,step,Points_visited,final_max,max_mag
0,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  39.674],39.673999999999985
1,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  5.461  5.461  0.178  0.000  274.462],274.4620887710573
2,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000 -1.050  1.050 -2.100  0.000  38.148],38.148374999999994
3,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  3.993 -0.969  9.211  0.000  399.968],399.9682506057558
4,[ 0.000  0.000 -2.400  0.000  0.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  4.806  0.870  0.080  0.000  594.178],594.1775091039652
5,[ 0.000  0.000 -2.400  0.000  13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  3.611 -2.999 -7.208  0.000  264.708],264.70816054432873
6,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  1.157 -0.855  5.011  0.000  43.496],43.49648868381969
7,[ 0.000  0.000 -2.400  13.000  0.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  4.804 -10.119 -0.931  0.000  526.125],526.1250490425623
8,[ 0.000  0.000 -2.400  13.000  13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  37.233],37.23299999999998
9,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000 -0.263  1.837  0.862  0.000  38.677],38.67738450879586
10,[ 0.000  0.000  2.300 -13.000  0.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000 -0.004  7.554  0.081  0.000  385.822],385.82180706781503
11,[ 0.000  0.000  2.300 -13.000  13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  37.233],37.233
12,[ 0.000  0.000  2.300  0.000 -13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  0.327  0.493  5.908  0.000  332.723],332.72334658203147
13,[ 0.000  0.000  2.300  0.000  0.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
14,[ 0.000  0.000  2.300  0.000  13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  0.077 -0.100 -10.932  0.000  606.033],606.0332695974147
15,[ 0.000  0.000  2.300  13.000 -13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000 -1.050 -1.050  2.100  0.000  39.243],39.24297500000001
16,[ 0.000  0.000  2.300  13.000  0.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  0.085 -12.076 -0.539  0.000  593.244],593.243670347002
17,[ 0.000  0.000  2.300  13.000  13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  2.168 -2.137 -7.856  0.000  79.921],79.92064973489312
18,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  39.674],39.674
19,[ 0.000  0.000  7.000 -13.000  0.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000 -4.838  7.453 -0.494  0.000  365.892],365.89156753918775
20,[ 0.000  0.000  7.000 -13.000  13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000 -2.655  3.860 -7.480  0.000  130.400],130.3995390270733
21,[ 0.000  0.000  7.000  0.000 -13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000 -1.164 -0.687  6.291  0.000  133.472],133.47180624755632
22,[ 0.000  0.000  7.000  0.000  0.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000 -4.753 -0.046  0.665  0.000  594.107],594.1067451331409
23,[ 0.000  0.000  7.000  0.000  13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000 -3.891 -0.234 -7.673  0.000  436.223],436.2227600855544
24,[ 0.000  0.000  7.000  13.000 -13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000 -4.619 -9.129  12.261  0.000  455.344],455.3437367425748
25,[ 0.000  0.000  7.000  13.000  0.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000 -4.596 -10.493 -0.528  0.000  537.897],537.8972414084556
26,[ 0.000  0.000  7.000  13.000  13.000  0.000],0.8,1.4,0,1,2500,[ 0.000  0.000 -4.603 -8.495 -14.602  0.000  423.251],423.2505867492208
27,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  39.674],39.673999999999985
28,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  5.461  5.461  0.178  0.000  274.462],274.4620887710573
29,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000 -1.050  1.050 -2.100  0.000  38.148],38.148374999999994
30,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  4.811  0.447  13.246  0.000  604.092],604.0917469834992
31,[ 0.000  0.000 -2.400  0.000  0.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  4.806  0.870  0.080  0.000  594.178],594.1775091039652
32,[ 0.000  0.000 -2.400  0.000  13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  5.015 -3.399 -14.606  0.000  522.110],522.1095550803283
33,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  4.806 -11.081  13.951  0.000  566.349],566.3486810813358
34,[ 0.000  0.000 -2.400  13.000  0.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  4.802 -12.123 -0.798  0.000  595.835],595.8351106573906
35,[ 0.000  0.000 -2.400  13.000  13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  37.233],37.23299999999998
36,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000 -0.341  1.283  0.975  0.000  42.593],42.592502257715324
37,[ 0.000  0.000  2.300 -13.000  0.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  0.592  7.994  0.643  0.000  426.633],426.63260912364564
38,[ 0.000  0.000  2.300 -13.000  13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  37.233],37.233
39,[ 0.000  0.000  2.300  0.000 -13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  0.097  0.198  13.306  0.000  611.369],611.3694156581556
40,[ 0.000  0.000  2.300  0.000  0.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
41,[ 0.000  0.000  2.300  0.000  13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  0.087 -0.011 -12.656  0.000  614.240],614.2404353290584
42,[ 0.000  0.000  2.300  13.000 -13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000 -1.050 -1.050  2.100  0.000  39.243],39.24297500000001
43,[ 0.000  0.000  2.300  13.000  0.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  0.114 -12.056 -0.356  0.000  591.958],591.9578402003048
44,[ 0.000  0.000  2.300  13.000  13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  0.099 -10.226 -13.800  0.000  522.469],522.4693195717332
45,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  39.674],39.674
46,[ 0.000  0.000  7.000 -13.000  0.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000 -4.838  7.453 -0.494  0.000  365.892],365.89156753918775
47,[ 0.000  0.000  7.000 -13.000  13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000 -4.618  10.071 -13.756  0.000  551.248],551.2477240678066
48,[ 0.000  0.000  7.000  0.000 -13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000 -4.740 -0.375  15.019  0.000  597.404],597.4035557144887
49,[ 0.000  0.000  7.000  0.000  0.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000 -4.753 -0.046  0.665  0.000  594.107],594.106745133141
50,[ 0.000  0.000  7.000  0.000  13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000 -4.589  0.069 -12.709  0.000  612.789],612.7887133730503
51,[ 0.000  0.000  7.000  13.000 -13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000 -4.588 -10.178  12.164  0.000  527.394],527.3943368321728
52,[ 0.000  0.000  7.000  13.000  0.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000 -4.598 -12.963  1.667  0.000  613.532],613.5316338478897
53,[ 0.000  0.000  7.000  13.000  13.000  0.000],0.8,1.4,0,3,2500,[ 0.000  0.000 -4.744 -12.378 -14.001  0.000  597.969],597.968567329367
54,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  39.674],39.673999999999985
55,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  4.800  8.187 -0.662  0.000  439.904],439.90385062700733
56,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000 -1.050  1.050 -2.100  0.000  38.148],38.148374999999994
57,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  4.811  0.447  13.246  0.000  604.092],604.0917469834992
58,[ 0.000  0.000 -2.400  0.000  0.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  4.818  0.964 -0.769  0.000  596.237],596.236534133337
59,[ 0.000  0.000 -2.400  0.000  13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  4.841 -2.589 -13.837  0.000  557.914],557.9137664956227
60,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  4.806 -11.081  13.951  0.000  566.349],566.3486810813358
61,[ 0.000  0.000 -2.400  13.000  0.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  4.811 -12.076 -0.322  0.000  591.348],591.3477131487822
62,[ 0.000  0.000 -2.400  13.000  13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  37.233],37.23299999999998
63,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000 -0.341  1.283  0.975  0.000  42.593],42.592502257715324
64,[ 0.000  0.000  2.300 -13.000  0.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  0.592  7.994  0.643  0.000  426.633],426.63260912364564
65,[ 0.000  0.000  2.300 -13.000  13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  37.233],37.233
66,[ 0.000  0.000  2.300  0.000 -13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  0.097  0.198  13.306  0.000  611.369],611.3694156581556
67,[ 0.000  0.000  2.300  0.000  0.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
68,[ 0.000  0.000  2.300  0.000  13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  0.087 -0.011 -12.656  0.000  614.240],614.2404353290584
69,[ 0.000  0.000  2.300  13.000 -13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000 -1.050 -1.050  2.100  0.000  39.243],39.24297500000001
70,[ 0.000  0.000  2.300  13.000  0.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  0.113 -13.452  0.023  0.000  608.504],608.5038398494328
71,[ 0.000  0.000  2.300  13.000  13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  0.099 -10.226 -13.800  0.000  522.469],522.4693195717332
72,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  39.674],39.674
73,[ 0.000  0.000  7.000 -13.000  0.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000 -4.838  7.453 -0.494  0.000  365.892],365.89156753918775
74,[ 0.000  0.000  7.000 -13.000  13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000 -4.582  10.256 -13.147  0.000  551.967],551.9669053607646
75,[ 0.000  0.000  7.000  0.000 -13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000 -4.740 -0.375  15.019  0.000  597.404],597.4035557144887
76,[ 0.000  0.000  7.000  0.000  0.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000 -4.753 -0.046  0.665  0.000  594.107],594.106745133141
77,[ 0.000  0.000  7.000  0.000  13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000 -4.593 -1.646 -12.389  0.000  594.834],594.8338570100124
78,[ 0.000  0.000  7.000  13.000 -13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000 -4.592 -12.066  12.136  0.000  597.321],597.3207762337966
79,[ 0.000  0.000  7.000  13.000  0.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000 -4.664 -12.008 -0.528  0.000  590.113],590.113155328516
80,[ 0.000  0.000  7.000  13.000  13.000  0.000],0.8,1.4,0,5,2500,[ 0.000  0.000 -4.607 -13.424 -14.465  0.000  582.538],582.5377718593576
81,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  39.674],39.673999999999985
82,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  4.839  11.890 -1.626  0.000  595.601],595.6010187361603
83,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  0.592  0.041 -3.991  0.000  39.574],39.573794359352085
84,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  4.887 -0.780  13.110  0.000  600.808],600.8077081205932
85,[ 0.000  0.000 -2.400  0.000  0.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  4.762  0.987 -0.638  0.000  593.588],593.5875217738493
86,[ 0.000  0.000 -2.400  0.000  13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  4.841 -2.589 -13.837  0.000  557.914],557.9137664956226
87,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  16.154 -1.031  24.646  0.000  123.285],123.2847342240423
88,[ 0.000  0.000 -2.400  13.000  0.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  4.397 -12.999 -1.091  0.000  591.518],591.51777922723
89,[ 0.000  0.000 -2.400  13.000  13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  37.233],37.23299999999998
90,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000 -0.341  1.283  0.975  0.000  42.593],42.592502257715324
91,[ 0.000  0.000  2.300 -13.000  0.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  0.315  9.747  0.086  0.000  524.539],524.5389369965276
92,[ 0.000  0.000  2.300 -13.000  13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  37.233],37.233
93,[ 0.000  0.000  2.300  0.000 -13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  0.097  0.198  13.306  0.000  611.369],611.3694156581556
94,[ 0.000  0.000  2.300  0.000  0.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
95,[ 0.000  0.000  2.300  0.000  13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  0.113  0.196 -11.390  0.000  601.539],601.5385576646142
96,[ 0.000  0.000  2.300  13.000 -13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000 -1.050 -1.050  2.100  0.000  39.243],39.24297500000001
97,[ 0.000  0.000  2.300  13.000  0.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  0.100 -11.091  0.301  0.000  557.753],557.7534442474091
98,[ 0.000  0.000  2.300  13.000  13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  0.096 -11.051 -12.076  0.000  566.729],566.728845309694
99,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  39.674],39.674
100,[ 0.000  0.000  7.000 -13.000  0.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000 -4.838  7.453 -0.494  0.000  365.892],365.89156753918775
101,[ 0.000  0.000  7.000 -13.000  13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000 -4.601  11.217 -12.385  0.000  592.210],592.209663543536
102,[ 0.000  0.000  7.000  0.000 -13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000 -4.740 -0.375  15.019  0.000  597.404],597.4035557144887
103,[ 0.000  0.000  7.000  0.000  0.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000 -4.753 -0.046  0.665  0.000  594.107],594.106745133141
104,[ 0.000  0.000  7.000  0.000  13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000 -4.634  0.115 -11.496  0.000  604.757],604.7571781397069
105,[ 0.000  0.000  7.000  13.000 -13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000 -4.592 -12.066  12.136  0.000  597.321],597.3207762337966
106,[ 0.000  0.000  7.000  13.000  0.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000 -4.596 -12.856  0.327  0.000  612.385],612.3846869421636
107,[ 0.000  0.000  7.000  13.000  13.000  0.000],0.8,1.4,0,7,2500,[ 0.000  0.000 -4.607 -13.424 -14.465  0.000  582.538],582.5377718593576
108,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  39.674],39.673999999999985
109,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  5.461  5.461  0.178  0.000  274.462],274.4620887710573
110,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  4.410  9.533 -12.295  0.000  462.804],462.8042333312886
111,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  4.709 -0.213  13.926  0.000  607.037],607.0370470283955
112,[ 0.000  0.000 -2.400  0.000  0.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  4.806  0.870  0.080  0.000  594.178],594.1775091039652
113,[ 0.000  0.000 -2.400  0.000  13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  4.428  0.906 -12.480  0.000  563.488],563.4883435785601
114,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  4.414 -10.980  13.487  0.000  513.158],513.1575064698192
115,[ 0.000  0.000 -2.400  13.000  0.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  4.418 -12.127  0.456  0.000  562.587],562.5873403871886
116,[ 0.000  0.000 -2.400  13.000  13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  4.823 -12.075 -13.778  0.000  594.706],594.7057186046909
117,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  0.114  12.998  13.376  0.000  613.528],613.5284828538994
118,[ 0.000  0.000  2.300 -13.000  0.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  0.211  9.839 -0.201  0.000  529.303],529.30337021248
119,[ 0.000  0.000  2.300 -13.000  13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  0.107  10.190 -13.695  0.000  557.307],557.3068697243529
120,[ 0.000  0.000  2.300  0.000 -13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  0.327  0.493  5.908  0.000  332.723],332.72334658203147
121,[ 0.000  0.000  2.300  0.000  0.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
122,[ 0.000  0.000  2.300  0.000  13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000 -0.001  0.001 -12.600  0.000  607.893],607.8933545159439
123,[ 0.000  0.000  2.300  13.000 -13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  0.114 -10.337  12.115  0.000  527.642],527.6415666498281
124,[ 0.000  0.000  2.300  13.000  0.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  0.028 -13.200  0.005  0.000  601.921],601.9207190470034
125,[ 0.000  0.000  2.300  13.000  13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  0.139 -10.439 -13.622  0.000  530.101],530.101033385794
126,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  39.674],39.674
127,[ 0.000  0.000  7.000 -13.000  0.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000 -4.615  11.563 -0.603  0.000  597.349],597.3493494611329
128,[ 0.000  0.000  7.000 -13.000  13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000 -4.696  9.972 -13.561  0.000  524.075],524.074627006052
129,[ 0.000  0.000  7.000  0.000 -13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000 -4.972 -0.129  12.171  0.000  586.000],585.9995874331821
130,[ 0.000  0.000  7.000  0.000  0.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000 -4.753 -0.046  0.665  0.000  594.107],594.1067451331409
131,[ 0.000  0.000  7.000  0.000  13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000 -4.593 -1.646 -12.389  0.000  594.834],594.8338570100124
132,[ 0.000  0.000  7.000  13.000 -13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000 -4.627 -12.025  12.089  0.000  597.130],597.1298842667417
133,[ 0.000  0.000  7.000  13.000  0.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000 -4.597 -14.115  0.018  0.000  601.130],601.1295071260597
134,[ 0.000  0.000  7.000  13.000  13.000  0.000],0.8,1.4,6,1,2500,[ 0.000  0.000 -4.605 -12.147 -14.095  0.000  591.642],591.6421693265968
135,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000  4.821  12.295  13.101  0.000  604.251],604.2511567106086
136,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000  4.780  13.662  0.299  0.000  599.173],599.1728682603757
137,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],0.8,1.4,6,3,2000,[ 0.000  0.000 -0.001  6.977 -13.953  0.000  76.841],76.84073916289817
138,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000  4.813  0.010  13.148  0.000  612.792],612.7924596915872
139,[ 0.000  0.000 -2.400  0.000  0.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000  4.794  0.831  0.071  0.000  595.200],595.2001836652315
140,[ 0.000  0.000 -2.400  0.000  13.000  0.000],0.8,1.4,6,3,2000,[ 0.000  0.000  0.013 -0.003 -9.000  0.000  118.468],118.46827060537284
141,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],0.8,1.4,6,3,2000,[ 0.000  0.000  0.002 -7.513  15.026  0.000  93.016],93.01564172745714
142,[ 0.000  0.000 -2.400  13.000  0.000  0.000],0.8,1.4,6,3,2000,[ 0.000  0.000  0.005 -10.200 -0.003  0.000  120.337],120.33712479692406
143,[ 0.000  0.000 -2.400  13.000  13.000  0.000],0.8,1.4,6,3,2000,[ 0.000  0.000  0.002 -6.708 -13.416  0.000  80.359],80.35911178324187
144,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000  0.077  11.792  12.191  0.000  603.387],603.3868538383467
145,[ 0.000  0.000  2.300 -13.000  0.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000  0.032  13.200  0.016  0.000  603.462],603.4615054866438
146,[ 0.000  0.000  2.300 -13.000  13.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000  0.072  11.824 -13.654  0.000  601.020],601.0195395981409
147,[ 0.000  0.000  2.300  0.000 -13.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000  0.052  0.005  13.800  0.000  615.455],615.4548045453507
148,[ 0.000  0.000  2.300  0.000  0.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
149,[ 0.000  0.000  2.300  0.000  13.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000 -0.001  0.001 -12.600  0.000  607.915],607.9154979605976
150,[ 0.000  0.000  2.300  13.000 -13.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000  0.120 -12.128  12.408  0.000  591.692],591.6924235625561
151,[ 0.000  0.000  2.300  13.000  0.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000  0.023 -13.200  0.004  0.000  601.250],601.2499274434273
152,[ 0.000  0.000  2.300  13.000  13.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000  0.099 -11.085 -12.082  0.000  566.855],566.8552964905142
153,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],0.8,1.4,6,3,2000,[ 0.000  0.000 -0.000  7.245  14.490  0.000  102.312],102.31234747927468
154,[ 0.000  0.000  7.000 -13.000  0.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000 -4.489  12.712  0.514  0.000  606.681],606.6807365250068
155,[ 0.000  0.000  7.000 -13.000  13.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000 -4.692  9.970 -13.554  0.000  525.122],525.1216968981255
156,[ 0.000  0.000  7.000  0.000 -13.000  0.000],0.8,1.4,6,3,2000,[ 0.000  0.000  0.006  0.001  12.000  0.000  99.112],99.11201333109489
157,[ 0.000  0.000  7.000  0.000  0.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000 -4.753 -0.046  0.665  0.000  594.107],594.106745133141
158,[ 0.000  0.000  7.000  0.000  13.000  0.000],0.8,1.4,6,3,2000,[ 0.000  0.000 -3.901 -0.783 -15.753  0.000  506.243],506.2430453927026
159,[ 0.000  0.000  7.000  13.000 -13.000  0.000],0.8,1.4,6,3,2000,[ 0.000  0.000  0.003 -11.538  23.076  0.000  86.338],86.33830826059307
160,[ 0.000  0.000  7.000  13.000  0.000  0.000],0.8,1.4,6,3,2500,[ 0.000  0.000 -4.625 -14.281 -0.389  0.000  597.079],597.0788699369874
161,[ 0.000  0.000  7.000  13.000  13.000  0.000],0.8,1.4,6,3,2000,[ 0.000  0.000 -0.004 -11.538 -23.076  0.000  95.995],95.9952705215213
162,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],0.8,1.4,6,5,2000,[ 0.000  0.000  0.001  6.708  13.416  0.000  77.699],77.69890761062265
163,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],0.8,1.4,6,5,2000,[ 0.000  0.000  0.018  15.600  0.027  0.000  119.418],119.4180353623778
